table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja,川口事務所,,,川口事務所
stops,stop_name,en,Kawaguchi-branchi office,,,川口事務所
stops,stop_name,ja-Hrkt,かわぐちじむしょ,,,川口事務所
stops,stop_name,ja,川口小学校,,,川口小学校
stops,stop_name,en,Kawaguchi  ES,,,川口小学校
stops,stop_name,ja-Hrkt,かわぐちしょうがっこう,,,川口小学校
stops,stop_name,ja,川口川橋,,,川口川橋
stops,stop_name,en,Kawaguchikawa-bashi  Bridge,,,川口川橋
stops,stop_name,ja-Hrkt,かわぐちかわばし,,,川口川橋
stops,stop_name,ja,川口橋,,,川口橋
stops,stop_name,en,Kawaguchi-bashi Bridge,,,川口橋
stops,stop_name,ja-Hrkt,かわぐちばし,,,川口橋
stops,stop_name,ja,川崎三丁目,,,川崎三丁目
stops,stop_name,en,Kawasaki 3-chome,,,川崎三丁目
stops,stop_name,ja-Hrkt,かわさきさんちょうめ,,,川崎三丁目
stops,stop_name,ja,川崎会館北,,,川崎会館北
stops,stop_name,en,Kawasakikaikan-kita,,,川崎会館北
stops,stop_name,ja-Hrkt,かわさきかいかんきた,,,川崎会館北
stops,stop_name,ja,川崎公園,,,川崎公園
stops,stop_name,en,Kawasaki Park,,,川崎公園
stops,stop_name,ja-Hrkt,かわさきこうえん,,,川崎公園
stops,stop_name,ja,川町東,,,川町東
stops,stop_name,en,Kawamachi-higashi,,,川町東
stops,stop_name,ja-Hrkt,かわまちひがし,,,川町東
stops,stop_name,ja,川町落合橋,,,川町落合橋
stops,stop_name,en,Kawamachiochiai-bashi Bridge,,,川町落合橋
stops,stop_name,ja-Hrkt,かわまちおちあいばし,,,川町落合橋
stops,stop_name,ja,工学院大学,,,工学院大学
stops,stop_name,en,Kogakuin University,,,工学院大学
stops,stop_name,ja-Hrkt,こうがくいんだいがく,,,工学院大学
stops,stop_name,ja,工学院大学犬目校舎,,,工学院大学犬目校舎
stops,stop_name,en,Kogakuin University Inume Campus,,,工学院大学犬目校舎
stops,stop_name,ja-Hrkt,こうがくいんだいがくいぬめこうしゃ,,,工学院大学犬目校舎
stops,stop_name,ja,工学院大学西,,,工学院大学西
stops,stop_name,en,Kogakuin University Nishi,,,工学院大学西
stops,stop_name,ja-Hrkt,こうがくいんだいがくにし,,,工学院大学西
stops,stop_name,ja,左入,,,左入
stops,stop_name,en,Sanyu,,,左入
stops,stop_name,ja-Hrkt,さにゅう,,,左入
stops,stop_name,ja,左入会館前,,,左入会館前
stops,stop_name,en,Sanyukaikan-mae,,,左入会館前
stops,stop_name,ja-Hrkt,さにゅうかいかんまえ,,,左入会館前
stops,stop_name,ja,左入橋,,,左入橋
stops,stop_name,en,Sanyu-bashi Bridge,,,左入橋
stops,stop_name,ja-Hrkt,さにゅうばし,,,左入橋
stops,stop_name,ja,市営プール,,,市営プール
stops,stop_name,en,Municipal pool,,,市営プール
stops,stop_name,ja-Hrkt,しえいぷーる,,,市営プール
stops,stop_name,ja,市営住宅,,,市営住宅
stops,stop_name,en,Shiei Jutaku,,,市営住宅
stops,stop_name,ja-Hrkt,しえいじゅうたく,,,市営住宅
stops,stop_name,ja,市場前,,,市場前
stops,stop_name,en,Ichiba-mae,,,市場前
stops,stop_name,ja-Hrkt,いちばまえ,,,市場前
stops,stop_name,ja,市役所入口,,,市役所入口
stops,stop_name,en,Hachioji City Hall-iriguchi,,,市役所入口
stops,stop_name,ja-Hrkt,しやくしょいりぐち,,,市役所入口
stops,stop_name,ja,市役所南,,,市役所南
stops,stop_name,en,Hachioji City Hall-minami,,,市役所南
stops,stop_name,ja-Hrkt,しやくしょみなみ,,,市役所南
stops,stop_name,ja,帝京八王子高校入口,,,帝京八王子高校入口
stops,stop_name,en,Teikyohachioji HS,,,帝京八王子高校入口
stops,stop_name,ja-Hrkt,ていきょうはちおうじこうこういりぐち,,,帝京八王子高校入口
stops,stop_name,ja,平山,,,平山
stops,stop_name,en,Hirayama,,,平山
stops,stop_name,ja-Hrkt,ひらやま,,,平山
stops,stop_name,ja,平岡町,,,平岡町
stops,stop_name,en,Hiraokacho,,,平岡町
stops,stop_name,ja-Hrkt,ひらおかちょう,,,平岡町
stops,stop_name,ja,平松,,,平松
stops,stop_name,en,Hiramatsu,,,平松
stops,stop_name,ja-Hrkt,ひらまつ,,,平松
stops,stop_name,ja,平松北,,,平松北
stops,stop_name,en,Hiramatsu-kita,,,平松北
stops,stop_name,ja-Hrkt,ひらまつきた,,,平松北
stops,stop_name,ja,平松南,,,平松南
stops,stop_name,en,Hiramatsu-minami,,,平松南
stops,stop_name,ja-Hrkt,ひらまつみなみ,,,平松南
stops,stop_name,ja,平沢八幡本社前,,,平沢八幡本社前
stops,stop_name,en,Hirasawahachiman-honsha Mae,,,平沢八幡本社前
stops,stop_name,ja-Hrkt,ひらさわはちまんほんしゃまえ,,,平沢八幡本社前
stops,stop_name,ja,平町,,,平町
stops,stop_name,en,Tairamachi,,,平町
stops,stop_name,ja-Hrkt,たいらまち,,,平町
stops,stop_name,ja,平高橋,,,平高橋
stops,stop_name,en,Hirataka-bashi Bridge,,,平高橋
stops,stop_name,ja-Hrkt,ひらたかばし,,,平高橋
stops,stop_name,ja,幸神,,,幸神
stops,stop_name,en,Sajikami,,,幸神
stops,stop_name,ja-Hrkt,さじがみ,,,幸神
stops,stop_name,ja,庄の指,,,庄の指
stops,stop_name,en,Shonosasu,,,庄の指
stops,stop_name,ja-Hrkt,しょうのさす,,,庄の指
stops,stop_name,ja,弁天峡,,,弁天峡
stops,stop_name,en,Bentenkyo,,,弁天峡
stops,stop_name,ja-Hrkt,べんてんきょう,,,弁天峡
stops,stop_name,ja,弓道場入口,,,弓道場入口
stops,stop_name,en,Kyudojo-iriguchi,,,弓道場入口
stops,stop_name,ja-Hrkt,きゅうどうじょういりぐち,,,弓道場入口
stops,stop_name,ja,引田,,,引田
stops,stop_name,en,Hikida,,,引田
stops,stop_name,ja-Hrkt,ひきだ,,,引田
stops,stop_name,ja,影沢,,,影沢
stops,stop_name,en,Kagesawa,,,影沢
stops,stop_name,ja-Hrkt,かげざわ,,,影沢
stops,stop_name,ja,御屋敷入口,,,御屋敷入口
stops,stop_name,en,Oyashiki-iriguchi,,,御屋敷入口
stops,stop_name,ja-Hrkt,おやしきいりぐち,,,御屋敷入口
stops,stop_name,ja,御岳駅,,,御岳駅
stops,stop_name,en,Mitake Sta．,,,御岳駅
stops,stop_name,ja-Hrkt,みたけえき,,,御岳駅
stops,stop_name,ja,御陵前,,,御陵前
stops,stop_name,en,Goryo-mae,,,御陵前
stops,stop_name,ja-Hrkt,ごりょうまえ,,,御陵前
stops,stop_name,ja,御陵参道,,,御陵参道
stops,stop_name,en,Goryosando,,,御陵参道
stops,stop_name,ja-Hrkt,ごりょうさんどう,,,御陵参道
stops,stop_name,ja,志茂南,,,志茂南
stops,stop_name,en,Shimo-minami,,,志茂南
stops,stop_name,ja-Hrkt,しもみなみ,,,志茂南
stops,stop_name,ja,怒田畑,,,怒田畑
stops,stop_name,en,Nutabata,,,怒田畑
stops,stop_name,ja-Hrkt,ぬたばた,,,怒田畑
stops,stop_name,ja,恩方ターミナル,,,恩方ターミナル
stops,stop_name,en,Ongata- bus terminal,,,恩方ターミナル
stops,stop_name,ja-Hrkt,おんがたたーみなる,,,恩方ターミナル
stops,stop_name,ja,恩方上宿,,,恩方上宿
stops,stop_name,en,Ongata-uejuku,,,恩方上宿
stops,stop_name,ja-Hrkt,おんがたうえじゅく,,,恩方上宿
stops,stop_name,ja,恩方中学校,,,恩方中学校
stops,stop_name,en,Ongata JHS,,,恩方中学校
stops,stop_name,ja-Hrkt,おんがたちゅうがっこう,,,恩方中学校
stops,stop_name,ja,恩方事務所,,,恩方事務所
stops,stop_name,en,Ongata-branch office,,,恩方事務所
stops,stop_name,ja-Hrkt,おんがたじむしょ,,,恩方事務所
stops,stop_name,ja,恩方営業所,,,恩方営業所
stops,stop_name,en,Ongata-bus office,,,恩方営業所
stops,stop_name,ja-Hrkt,おんがたえいぎょうしょ,,,恩方営業所
stops,stop_name,ja,恵明学園前,,,恵明学園前
stops,stop_name,en,Keimei　Gakuem-mae,,,恵明学園前
stops,stop_name,ja-Hrkt,けいめいがくえんまえ,,,恵明学園前
stops,stop_name,ja,惣岳,,,惣岳
stops,stop_name,en,Sogaku,,,惣岳
stops,stop_name,ja-Hrkt,そうがく,,,惣岳
stops,stop_name,ja,慈勝寺入口,,,慈勝寺入口
stops,stop_name,en,Jisho-ji  Temple Iriguchi,,,慈勝寺入口
stops,stop_name,ja-Hrkt,じしょうじいりぐち,,,慈勝寺入口
stops,stop_name,ja,慈根寺,,,慈根寺
stops,stop_name,en,Jigo-ji Temple,,,慈根寺
stops,stop_name,ja-Hrkt,じごじ,,,慈根寺
stops,stop_name,ja,慶福寺,,,慶福寺
stops,stop_name,en,Keifuku-ji Temple,,,慶福寺
stops,stop_name,ja-Hrkt,けいふくじ,,,慶福寺
stops,stop_name,ja,戸倉,,,戸倉
stops,stop_name,en,Tokura,,,戸倉
stops,stop_name,ja-Hrkt,とくら,,,戸倉
stops,stop_name,ja,戸吹,,,戸吹
stops,stop_name,en,Tobuki,,,戸吹
stops,stop_name,ja-Hrkt,とぶき,,,戸吹
stops,stop_name,ja,戸吹スポーツ公園入口,,,戸吹スポーツ公園入口
stops,stop_name,en,Tobuki sports park Iriguchi,,,戸吹スポーツ公園入口
stops,stop_name,ja-Hrkt,とぶきすぽーつこうえんいりぐち,,,戸吹スポーツ公園入口
stops,stop_name,ja,戸吹北工業団地,,,戸吹北工業団地
stops,stop_name,en,Tobuki-kita　Industrial Park,,,戸吹北工業団地
stops,stop_name,ja-Hrkt,とぶききたこうぎょうだんち,,,戸吹北工業団地
stops,stop_name,ja,戸吹町交差点,,,戸吹町交差点
stops,stop_name,en,Tobukimachi Intersection,,,戸吹町交差点
stops,stop_name,ja-Hrkt,とぶきちょうこうさてん,,,戸吹町交差点
stops,stop_name,ja,戸沢,,,戸沢
stops,stop_name,en,Tosawa,,,戸沢
stops,stop_name,ja-Hrkt,とさわ,,,戸沢
stops,stop_name,ja,戸貫久保,,,戸貫久保
stops,stop_name,en,Tozurakubo,,,戸貫久保
stops,stop_name,ja-Hrkt,とづらくぼ,,,戸貫久保
stops,stop_name,ja,所畑,,,所畑
stops,stop_name,en,Tokorobata,,,所畑
stops,stop_name,ja-Hrkt,ところばた,,,所畑
stops,stop_name,ja,手打前,,,手打前
stops,stop_name,en,Teuchi-mae,,,手打前
stops,stop_name,ja-Hrkt,てうちまえ,,,手打前
stops,stop_name,ja,払沢,,,払沢
stops,stop_name,en,Hossawa,,,払沢
stops,stop_name,ja-Hrkt,ほっさわ,,,払沢
stops,stop_name,ja,払沢の滝入口,,,払沢の滝入口
stops,stop_name,en,Hosawanotaki Fall,,,払沢の滝入口
stops,stop_name,ja-Hrkt,ほっさわのたきいりぐち,,,払沢の滝入口
stops,stop_name,ja,押垣外,,,押垣外
stops,stop_name,en,Oshigaito,,,押垣外
stops,stop_name,ja-Hrkt,おしがいと,,,押垣外
stops,stop_name,ja,拝島会館,,,拝島会館
stops,stop_name,en,Haijimakaikan,,,拝島会館
stops,stop_name,ja-Hrkt,はいじまかいかん,,,拝島会館
stops,stop_name,ja,拝島大師,,,拝島大師
stops,stop_name,en,Haijimadaiichi ES,,,拝島大師
stops,stop_name,ja-Hrkt,はいじまだいし,,,拝島大師
stops,stop_name,ja,拝島橋,,,拝島橋
stops,stop_name,en,Haijima-bashi Bridge,,,拝島橋
stops,stop_name,ja-Hrkt,はいじまばし,,,拝島橋
stops,stop_name,ja,拝島河原,,,拝島河原
stops,stop_name,en,Haijimagawara,,,拝島河原
stops,stop_name,ja-Hrkt,はいじまがわら,,,拝島河原
stops,stop_name,ja,拝島第一小学校,,,拝島第一小学校
stops,stop_name,en,Haijimadaiichi ES,,,拝島第一小学校
stops,stop_name,ja-Hrkt,はいじまだいいちしょうがっこう,,,拝島第一小学校
stops,stop_name,ja,拝島駅,,,拝島駅
stops,stop_name,en,Haijima Sta．,,,拝島駅
stops,stop_name,ja-Hrkt,はいじまえき,,,拝島駅
stops,stop_name,ja,数馬,,,数馬
stops,stop_name,en,Kazuma,,,数馬
stops,stop_name,ja-Hrkt,かずま,,,数馬
stops,stop_name,ja,数馬下,,,数馬下
stops,stop_name,en,Kazuma-shimo,,,数馬下
stops,stop_name,ja-Hrkt,かずましも,,,数馬下
stops,stop_name,ja,文化の森入口,,,文化の森入口
stops,stop_name,en,Bunkanomori-iriguchi,,,文化の森入口
stops,stop_name,ja-Hrkt,ぶんかのもりいりぐち,,,文化の森入口
stops,stop_name,ja,新井,,,新井
stops,stop_name,en,Arai,,,新井
stops,stop_name,ja-Hrkt,あらい,,,新井
stops,stop_name,ja,新川口,,,新川口
stops,stop_name,en,Shin-kawaguchi,,,新川口
stops,stop_name,ja-Hrkt,しんかわぐち,,,新川口
stops,stop_name,ja,新清水橋,,,新清水橋
stops,stop_name,en,Shinshimizu-bashi Bridge,,,新清水橋
stops,stop_name,ja-Hrkt,しんしみずばし,,,新清水橋
stops,stop_name,ja,新町南公園,,,新町南公園
stops,stop_name,en,Simmachi minami park,,,新町南公園
stops,stop_name,ja-Hrkt,しんまちみなみこうえん,,,新町南公園
stops,stop_name,ja,新町東,,,新町東
stops,stop_name,en,Shimmachi-higashi,,,新町東
stops,stop_name,ja-Hrkt,しんまちひがし,,,新町東
stops,stop_name,ja,新町端野,,,新町端野
stops,stop_name,en,Shimmachi-hatano,,,新町端野
stops,stop_name,ja-Hrkt,しんまちはたの,,,新町端野
stops,stop_name,ja,新町４丁目,,,新町４丁目
stops,stop_name,en,Shimmachi  4-chome,,,新町４丁目
stops,stop_name,ja-Hrkt,しんまちよんちょうめ,,,新町４丁目
stops,stop_name,ja,新町９丁目,,,新町９丁目
stops,stop_name,en,Shimmachi 9-chome,,,新町９丁目
stops,stop_name,ja-Hrkt,しんまちきゅうちょうめ,,,新町９丁目
stops,stop_name,ja,新道丹木町,,,新道丹木町
stops,stop_name,en,Shindo Tangicho,,,新道丹木町
stops,stop_name,ja-Hrkt,しんどうたんぎちょう,,,新道丹木町
stops,stop_name,ja,日の出団地入口,,,日の出団地入口
stops,stop_name,en,hinodedanchiiriguchi,,,日の出団地入口
stops,stop_name,ja-Hrkt,ひのでだんちいりぐち,,,日の出団地入口
stops,stop_name,ja,日の出山登山口,,,日の出山登山口
stops,stop_name,en,Mt．Hinode Trailhead,,,日の出山登山口
stops,stop_name,ja-Hrkt,ひのでやまとざんぐち,,,日の出山登山口
stops,stop_name,ja,日の出山荘入口,,,日の出山荘入口
stops,stop_name,en,Hinodesannsoiriguchi,,,日の出山荘入口
stops,stop_name,ja-Hrkt,ひのでさんそういりぐち,,,日の出山荘入口
stops,stop_name,ja,日の出折返場,,,日の出折返場
stops,stop_name,en,Hinodeorikaeshijo,,,日の出折返場
stops,stop_name,ja-Hrkt,ひのでおりかえしじょう,,,日の出折返場
stops,stop_name,ja,日の出福祉園前,,,日の出福祉園前
stops,stop_name,en,Hinodefukushien,,,日の出福祉園前
stops,stop_name,ja-Hrkt,ひのでふくしえんまえ,,,日の出福祉園前
stops,stop_name,ja,日吉八王子神社入口,,,日吉八王子神社入口
stops,stop_name,en,Hiyoshihachioji Shrine-iriguchi,,,日吉八王子神社入口
stops,stop_name,ja-Hrkt,ひよしはちおうじじんじゃいりぐち,,,日吉八王子神社入口
stops,stop_name,ja,日吉町,,,日吉町
stops,stop_name,en,Hiyoshicho,,,日吉町
stops,stop_name,ja-Hrkt,ひよしちょう,,,日吉町
stops,stop_name,ja,日吉町１丁目会館,,,日吉町１丁目会館
stops,stop_name,en,Hiyoshicho 1-chome Kaikan,,,日吉町１丁目会館
stops,stop_name,ja-Hrkt,ひよしちょういっちょうめかいかん,,,日吉町１丁目会館
stops,stop_name,ja,日向,,,日向
stops,stop_name,en,Hinata,,,日向
stops,stop_name,ja-Hrkt,ひなた,,,日向
stops,stop_name,ja,日向和田駅,,,日向和田駅
stops,stop_name,en,Hinatawada Sta．,,,日向和田駅
stops,stop_name,ja-Hrkt,ひなたわだえき,,,日向和田駅
stops,stop_name,ja,日室塚,,,日室塚
stops,stop_name,en,Himurozuka,,,日室塚
stops,stop_name,ja-Hrkt,ひむろづか,,,日室塚
stops,stop_name,ja,日本邸宅団地,,,日本邸宅団地
stops,stop_name,en,Nihonteitakudanchi,,,日本邸宅団地
stops,stop_name,ja-Hrkt,にほんていたくだんち,,,日本邸宅団地
stops,stop_name,ja,日村沢,,,日村沢
stops,stop_name,en,Himurasawa,,,日村沢
stops,stop_name,ja-Hrkt,ひむらさわ,,,日村沢
stops,stop_name,ja,日生団地,,,日生団地
stops,stop_name,en,Nisseidanchi,,,日生団地
stops,stop_name,ja-Hrkt,にっせいだんち,,,日生団地
stops,stop_name,ja,日生自治会館,,,日生自治会館
stops,stop_name,en,Nissei-jichikaikan,,,日生自治会館
stops,stop_name,ja-Hrkt,にっせいじちかいかん,,,日生自治会館
stops,stop_name,ja,日立前,,,日立前
stops,stop_name,en,HITACHI-mae,,,日立前
stops,stop_name,ja-Hrkt,ひたちまえ,,,日立前
stops,stop_name,ja,日野駅,,,日野駅
stops,stop_name,en,Hino Sta．,,,日野駅
stops,stop_name,ja-Hrkt,ひのえき,,,日野駅
stops,stop_name,ja,明神町,,,明神町
stops,stop_name,en,Myojincho,,,明神町
stops,stop_name,ja-Hrkt,みょうじんちょう,,,明神町
stops,stop_name,ja,明神町折返場,,,明神町折返場
stops,stop_name,en,Myojincho-orikaesijo,,,明神町折返場
stops,stop_name,ja-Hrkt,みょうじんちょうおりかえしじょう,,,明神町折返場
stops,stop_name,ja,星谷坂,,,星谷坂
stops,stop_name,en,Hoshiyasaka,,,星谷坂
stops,stop_name,ja-Hrkt,ほしやさか,,,星谷坂
stops,stop_name,ja,春日会館西,,,春日会館西
stops,stop_name,en,Kasugakaikan-nishi,,,春日会館西
stops,stop_name,ja-Hrkt,かすがかいかんにし,,,春日会館西
stops,stop_name,ja,春日橋北,,,春日橋北
stops,stop_name,en,Kasuga-bashi　Bridge Kita,,,春日橋北
stops,stop_name,ja-Hrkt,かすがばしきた,,,春日橋北
stops,stop_name,ja,春日橋南,,,春日橋南
stops,stop_name,en,Kasuga-bashi　Bridge minami,,,春日橋南
stops,stop_name,ja-Hrkt,かすがばしみなみ,,,春日橋南
stops,stop_name,ja,昭和橋,,,昭和橋
stops,stop_name,en,Showa-bashi Bridge,,,昭和橋
stops,stop_name,ja-Hrkt,しょうわばし,,,昭和橋
stops,stop_name,ja,昭洋工業,,,昭洋工業
stops,stop_name,en,Syoyo Industry,,,昭洋工業
stops,stop_name,ja-Hrkt,しょうようこうぎょう,,,昭洋工業
stops,stop_name,ja,暁橋,,,暁橋
stops,stop_name,en,Akatsuki-bashi  Bridge,,,暁橋
stops,stop_name,ja-Hrkt,あかつきばし,,,暁橋
stops,stop_name,ja,暁町１丁目,,,暁町１丁目
stops,stop_name,en,Akatsukicho  1-chome,,,暁町１丁目
stops,stop_name,ja-Hrkt,あかつきまちいっちょ,,,暁町１丁目
stops,stop_name,ja,曾利郷橋,,,曾利郷橋
stops,stop_name,en,Sorigo-bashi Bridge,,,曾利郷橋
stops,stop_name,ja-Hrkt,そりごうばし,,,曾利郷橋
stops,stop_name,ja,月夜峯新橋,,,月夜峯新橋
stops,stop_name,en,Tsukiyomine-shimbashi Bridge,,,月夜峯新橋
stops,stop_name,ja-Hrkt,つきよみねしんばし,,,月夜峯新橋
stops,stop_name,ja,朝倉野,,,朝倉野
stops,stop_name,en,Asakurano,,,朝倉野
stops,stop_name,ja-Hrkt,あさくらの,,,朝倉野
stops,stop_name,ja,木和田平,,,木和田平
stops,stop_name,en,Kiwandaira,,,木和田平
stops,stop_name,ja-Hrkt,きわんだいら,,,木和田平
stops,stop_name,ja,木野下,,,木野下
stops,stop_name,en,Kinoshita,,,木野下
stops,stop_name,ja-Hrkt,きのした,,,木野下
stops,stop_name,ja,木野下神社,,,木野下神社
stops,stop_name,en,Kinoshita-jinja Shrine,,,木野下神社
stops,stop_name,ja-Hrkt,きのしたじんじゃ,,,木野下神社
stops,stop_name,ja,末広二丁目西,,,末広二丁目西
stops,stop_name,en,Suehiro  2-chome  Nisi,,,末広二丁目西
stops,stop_name,ja-Hrkt,すえひろにちょうめにし,,,末広二丁目西
stops,stop_name,ja,末広町１丁目,,,末広町１丁目
stops,stop_name,en,Suehirocho  1-chome,,,末広町１丁目
stops,stop_name,ja-Hrkt,すえひろまちいっちょうめ,,,末広町１丁目
stops,stop_name,ja,本宿,,,本宿
stops,stop_name,en,honjyuku,,,本宿
stops,stop_name,ja-Hrkt,ほんじゅく,,,本宿
stops,stop_name,ja,本宿小学校東,,,本宿小学校東
stops,stop_name,en,honjyukusyougakkouhigashi,,,本宿小学校東
stops,stop_name,ja-Hrkt,ほんじゅくしょうがっこうひがし,,,本宿小学校東
stops,stop_name,ja,本宿小学校西,,,本宿小学校西
stops,stop_name,en,honjyukusyougakkounishi,,,本宿小学校西
stops,stop_name,ja-Hrkt,ほんじゅくしょうがっこうにし,,,本宿小学校西
stops,stop_name,ja,本宿役場前,,,本宿役場前
stops,stop_name,en,Hinohara-village office,,,本宿役場前
stops,stop_name,ja-Hrkt,もとしゅくやくばまえ,,,本宿役場前
stops,stop_name,ja,本町会館入口,,,本町会館入口
stops,stop_name,en,Honchokaikan-iriguchi,,,本町会館入口
stops,stop_name,ja-Hrkt,ほんちょうかいかんいりぐち,,,本町会館入口
stops,stop_name,ja,本郷横丁,,,本郷横丁
stops,stop_name,en,Hongoyokocho,,,本郷横丁
stops,stop_name,ja-Hrkt,ほんごうよこちょう,,,本郷横丁
stops,stop_name,ja,本須,,,本須
stops,stop_name,en,Motosu,,,本須
stops,stop_name,ja-Hrkt,もとす,,,本須
stops,stop_name,ja,札立,,,札立
stops,stop_name,en,Fudaate,,,札立
stops,stop_name,ja-Hrkt,ふだあて,,,札立
stops,stop_name,ja,村内ﾌｧﾆﾁｬｰｱｸｾｽ,,,村内ﾌｧﾆﾁｬｰｱｸｾｽ
stops,stop_name,en,Murauchi Furniture Access,,,村内ﾌｧﾆﾁｬｰｱｸｾｽ
stops,stop_name,ja-Hrkt,むらうちふぁにちゃーあくせす,,,村内ﾌｧﾆﾁｬｰｱｸｾｽ
stops,stop_name,ja,東中学校入口,,,東中学校入口
stops,stop_name,en,Higashi JHS Iriguchi,,,東中学校入口
stops,stop_name,ja-Hrkt,ひがしちゅうがっこう,,,東中学校入口
stops,stop_name,ja,東京天使病院,,,東京天使病院
stops,stop_name,en,Tokyotenshi Hosp．,,,東京天使病院
stops,stop_name,ja-Hrkt,とうきょうてんしびょういん,,,東京天使病院
stops,stop_name,ja,東会館,,,東会館
stops,stop_name,en,Azumakaikan,,,東会館
stops,stop_name,ja-Hrkt,あずまかいかん,,,東会館
stops,stop_name,ja,東光寺団地入口,,,東光寺団地入口
stops,stop_name,en,Tokojidanchi-iriguchi,,,東光寺団地入口
stops,stop_name,ja-Hrkt,とうこうじだんちいりぐち,,,東光寺団地入口
stops,stop_name,ja,東光寺小入口,,,東光寺小入口
stops,stop_name,en,Tokoji ES  iriguchi,,,東光寺小入口
stops,stop_name,ja-Hrkt,とうこうじしょういりぐち,,,東光寺小入口
stops,stop_name,ja,東光寺駐在,,,東光寺駐在
stops,stop_name,en,Tokoji  Police  Substation,,,東光寺駐在
stops,stop_name,ja-Hrkt,とうこうじちゅうざい,,,東光寺駐在
stops,stop_name,ja,東宮下,,,東宮下
stops,stop_name,en,Higashi-miyashita,,,東宮下
stops,stop_name,ja-Hrkt,ひがしみやした,,,東宮下
stops,stop_name,ja,東小中野,,,東小中野
stops,stop_name,en,Higashi-konakano,,,東小中野
stops,stop_name,ja-Hrkt,ひがしこなかの,,,東小中野
stops,stop_name,ja,東山田,,,東山田
stops,stop_name,en,Higashi-yamada,,,東山田
stops,stop_name,ja-Hrkt,ひがしやまだ,,,東山田
stops,stop_name,ja,東日原,,,東日原
stops,stop_name,en,Higashi-Nippara,,,東日原
stops,stop_name,ja-Hrkt,ひがしにっぱら,,,東日原
stops,stop_name,ja,東楢原,,,東楢原
stops,stop_name,en,Higashi-Narahara,,,東楢原
stops,stop_name,ja-Hrkt,ひがしならはら,,,東楢原
stops,stop_name,ja,東海大学八王子病院,,,東海大学八王子病院
stops,stop_name,en,Tokai University Hachioji Hosp．,,,東海大学八王子病院
stops,stop_name,ja-Hrkt,とうかいだいがくはちおうじびょういん,,,東海大学八王子病院
stops,stop_name,ja,東町,,,東町
stops,stop_name,en,Higashimachi,,,東町
stops,stop_name,ja-Hrkt,ひがしまち,,,東町
stops,stop_name,ja,東秋川橋,,,東秋川橋
stops,stop_name,en,Higashi Akigawa-bashi Bridge,,,東秋川橋
stops,stop_name,ja-Hrkt,ひがしあきかわばし,,,東秋川橋
stops,stop_name,ja,東秋留駅上,,,東秋留駅上
stops,stop_name,en,Higashiakiru Sta．Ue,,,東秋留駅上
stops,stop_name,ja-Hrkt,ひがしあきるえきうえ,,,東秋留駅上
stops,stop_name,ja,東細尾,,,東細尾
stops,stop_name,en,Higashi-hosoo,,,東細尾
stops,stop_name,ja-Hrkt,ひがしほそお,,,東細尾
stops,stop_name,ja,東部森林公園,,,東部森林公園
stops,stop_name,en,Tobushinrin Park,,,東部森林公園
stops,stop_name,ja-Hrkt,とうぶしんりんこうえん,,,東部森林公園
stops,stop_name,ja,東雨間,,,東雨間
stops,stop_name,en,Higashi-amema,,,東雨間
stops,stop_name,ja-Hrkt,ひがしあめま,,,東雨間
stops,stop_name,ja,東青梅駅,,,東青梅駅
stops,stop_name,en,Higashi-ome Station,,,東青梅駅
stops,stop_name,ja-Hrkt,ひがしおうめえき,,,東青梅駅
stops,stop_name,ja,東青梅４丁目,,,東青梅４丁目
stops,stop_name,en,Higashi-ome  4-chome,,,東青梅４丁目
stops,stop_name,ja-Hrkt,ひがしおうめよんちょめ,,,東青梅４丁目
stops,stop_name,ja,松子舞団地北,,,松子舞団地北
stops,stop_name,en,Matsukomaidanchi-kita,,,松子舞団地北
stops,stop_name,ja-Hrkt,まつこまいだんちきた,,,松子舞団地北
stops,stop_name,ja,松子舞団地東,,,松子舞団地東
stops,stop_name,en,Matsukomaidanchi-higashi,,,松子舞団地東
stops,stop_name,ja-Hrkt,まつこまいだんちひがし,,,松子舞団地東
stops,stop_name,ja,松子舞自治会館,,,松子舞自治会館
stops,stop_name,en,Matsukomai-jichikaikan,,,松子舞自治会館
stops,stop_name,ja-Hrkt,まつこまいじちかいかん,,,松子舞自治会館
stops,stop_name,ja,松尾,,,松尾
stops,stop_name,en,Matsuo,,,松尾
stops,stop_name,ja-Hrkt,まつお,,,松尾
stops,stop_name,ja,松山会館入口,,,松山会館入口
stops,stop_name,en,Matsuyamakaikan-iriguchi,,,松山会館入口
stops,stop_name,ja-Hrkt,まつやまかいかんいりぐち,,,松山会館入口
stops,stop_name,ja,松山橋,,,松山橋
stops,stop_name,en,Matsuyama-bashi Bridge,,,松山橋
stops,stop_name,ja-Hrkt,まつやまばし,,,松山橋
stops,stop_name,ja,松枝住宅,,,松枝住宅
stops,stop_name,en,Matsue-jutaku,,,松枝住宅
stops,stop_name,ja-Hrkt,まつえじゅうたく,,,松枝住宅
stops,stop_name,ja,松枝住宅管理事務所前,,,松枝住宅管理事務所前
stops,stop_name,en,Matsue-jutaku  Management Office,,,松枝住宅管理事務所前
stops,stop_name,ja-Hrkt,まつえじゅうたくかんりじむしょまえ,,,松枝住宅管理事務所前
stops,stop_name,ja,松枝保育園前,,,松枝保育園前
stops,stop_name,en,Matsue Nursery  School,,,松枝保育園前
