table_name,field_name,language,translation,record_id,record_sub_id,field_value
routes,route_long_name,ja,JR片倉駅-長沼-JR片倉駅（はちバス東部コース）,,,JR片倉駅-長沼-JR片倉駅（はちバス東部コース）
routes,route_long_name,en,JR Katakura Sta．-Naganuma-JR　Ｋatakura Sta．,,,JR片倉駅-長沼-JR片倉駅（はちバス東部コース）
routes,route_long_name,ja,つるつる温泉-幸神-武蔵五日市駅,,,つるつる温泉-幸神-武蔵五日市駅
routes,route_long_name,en,Tsurutsuru Hot Spring-Sajikami-Musashi-Itsukaichi Sta.,,,つるつる温泉-幸神-武蔵五日市駅
routes,route_long_name,ja,つるつる温泉-青梅駅,,,つるつる温泉-青梅駅
routes,route_long_name,en,Tsurutsuru Hotspa-Ome Sta.,,,つるつる温泉-青梅駅
routes,route_long_name,ja,みつい台‐いちょうﾎｰﾙ前-京王八王子駅,,,みつい台‐いちょうﾎｰﾙ前-京王八王子駅
routes,route_long_name,en,Mitsuidai-Icho Hall -Keio-hachioji  Sta．,,,みつい台‐いちょうﾎｰﾙ前-京王八王子駅
routes,route_long_name,ja,みつい台‐八日町-京王八王子駅,,,みつい台‐八日町-京王八王子駅
routes,route_long_name,en,Mitsuidai-Yokamachi-Keio-hachioji  Sta．,,,みつい台‐八日町-京王八王子駅
routes,route_long_name,ja,ケーブル下-青梅駅,,,ケーブル下-青梅駅
routes,route_long_name,en,Mitake Tozan Railway Takimoto Sta．-Ome Sta．,,,ケーブル下-青梅駅
routes,route_long_name,ja,三ツ原循環　東廻り,,,三ツ原循環　東廻り
routes,route_long_name,en,Mitsuhara Curculation Eastern Route,,,三ツ原循環　東廻り
routes,route_long_name,ja,三ツ原循環　西廻り,,,三ツ原循環　西廻り
routes,route_long_name,en,Mitsuhara Curculation Western Route,,,三ツ原循環　西廻り
routes,route_long_name,ja,上川霊園-楢原町-京王八王子駅,,,上川霊園-楢原町-京王八王子駅
routes,route_long_name,en,Kamikawa　Cemetery-Narahara-bus office-Keio-hachioji  Sta.,,,上川霊園-楢原町-京王八王子駅
routes,route_long_name,ja,上川霊園-網代入口-武蔵五日市駅,,,上川霊園-網代入口-武蔵五日市駅
routes,route_long_name,en,Kamikawa　Cemetery-Ajiro-iriguchi-Musashi-Itsukaichi Sta.,,,上川霊園-網代入口-武蔵五日市駅
routes,route_long_name,ja,上養沢-武蔵五日市駅,,,上養沢-武蔵五日市駅
routes,route_long_name,en,Kamiyozawa-Musashi-Itsukaichi Sta.,,,上養沢-武蔵五日市駅
routes,route_long_name,ja,上養沢-秋川渓谷瀬音の湯-武蔵五日市駅,,,上養沢-秋川渓谷瀬音の湯-武蔵五日市駅
routes,route_long_name,en,Kamiyozawa-Akigawa-keikoku Seotonoyu  Hot Spring-Musashi-Itsukaichi Sta-,,,上養沢-秋川渓谷瀬音の湯-武蔵五日市駅
routes,route_long_name,ja,中野団地-八王子郵便局-京王八王子駅,,,中野団地-八王子郵便局-京王八王子駅
routes,route_long_name,en,Nakanodanchi-Hachioji  Post  Office-Keio-hachioji  Sta．,,,中野団地-八王子郵便局-京王八王子駅
routes,route_long_name,ja,中野団地-市役所-西八王子駅,,,中野団地-市役所-西八王子駅
routes,route_long_name,en,Nakanodanchi-Hachioji  City  Hall-Nishi-hachioji  Sta．,,,中野団地-市役所-西八王子駅
routes,route_long_name,ja,中野団地‐（急行）-京王八王子駅,,,中野団地‐（急行）-京王八王子駅
routes,route_long_name,en,Nakanodanchi-Keio-hachioji  Sta．(Express),,,中野団地‐（急行）-京王八王子駅
routes,route_long_name,ja,丹波山村役場-奥多摩駅,,,丹波山村役場-奥多摩駅
routes,route_long_name,en,Tabayama Village Office-Okutama Sta．,,,丹波山村役場-奥多摩駅
routes,route_long_name,ja,京王八王子駅-ひよどり山トンネル-ｻﾏｰﾗﾝﾄﾞ,,,京王八王子駅-ひよどり山トンネル-ｻﾏｰﾗﾝﾄﾞ
routes,route_long_name,en,Keio-hachioji  Sta.-Hiyodoriyama Tunnel-Tokyo Summerland,,,京王八王子駅-ひよどり山トンネル-ｻﾏｰﾗﾝﾄﾞ
routes,route_long_name,ja,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-創価大学正門東京富士美術館,,,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-創価大学正門東京富士美術館
routes,route_long_name,en,Keio-hachioji  Sta．-Hiyodoriyama Tunnel-Soka Univ. Main Gate Tokyo Fuji Art Museum,,,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-創価大学正門東京富士美術館
routes,route_long_name,ja,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-戸吹ｽﾎﾟｰﾂ公園入口,,,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-戸吹ｽﾎﾟｰﾂ公園入口
routes,route_long_name,en,Keio-hachioji  Sta．-Tobuki-Tobuki sports park Iriguchi,,,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-戸吹ｽﾎﾟｰﾂ公園入口
routes,route_long_name,ja,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-拝島駅,,,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-拝島駅
routes,route_long_name,en,Keio-hachioji  Sta．-Hiyodoriyama Tunnel-Haijima Sta．,,,京王八王子駅-ひよどり山ﾄﾝﾈﾙ-拝島駅
routes,route_long_name,ja,京王八王子駅-みつい台-戸吹（深夜ﾊﾞｽ）,,,京王八王子駅-みつい台-戸吹（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta．-Mitsuidai-Tobuki（NightBus),,,京王八王子駅-みつい台-戸吹（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅-元八事務所-高尾駅北口,,,京王八王子駅-元八事務所-高尾駅北口
routes,route_long_name,en,Takao Sta． Nouth Exit-Motohachi-branchi office-Keio-hachioji  Sta．,,,京王八王子駅-元八事務所-高尾駅北口
routes,route_long_name,ja,京王八王子駅-元八事務所-高尾駅南口,,,京王八王子駅-元八事務所-高尾駅南口
routes,route_long_name,en,Keio-hachioji  Sta．-Motohachi-branchi office-Takao Sta． South Exit,,,京王八王子駅-元八事務所-高尾駅南口
routes,route_long_name,ja,京王八王子駅-八日町-創価大学正門東京富士美術館,,,京王八王子駅-八日町-創価大学正門東京富士美術館
routes,route_long_name,en,Keio-hachioji  Sta．-Yokamachi-Soka Univ. Main Gate Tokyo Fuji Art Museum,,,京王八王子駅-八日町-創価大学正門東京富士美術館
routes,route_long_name,ja,京王八王子駅-四谷-松枝住宅,,,京王八王子駅-四谷-松枝住宅
routes,route_long_name,en,Keio-hachioji  Sta．-Yotsuya-Matsue-jutaku,,,京王八王子駅-四谷-松枝住宅
routes,route_long_name,ja,京王八王子駅-四谷-松枝住宅（深夜ﾊﾞｽ）,,,京王八王子駅-四谷-松枝住宅（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta．-Yotuya-Matsue-jutaku(NightBus),,,京王八王子駅-四谷-松枝住宅（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅-大久保,,,京王八王子駅-大久保
routes,route_long_name,en,Keio-hachioji  Sta．-Okubo,,,京王八王子駅-大久保
routes,route_long_name,ja,京王八王子駅-大久保（陣馬高原下行接続便）,,,京王八王子駅-大久保（陣馬高原下行接続便）
routes,route_long_name,en,Keio-hachioji  Sta．-Okubo,,,京王八王子駅-大久保（陣馬高原下行接続便）
routes,route_long_name,ja,京王八王子駅-宝生寺団地,,,京王八王子駅-宝生寺団地
routes,route_long_name,en,Keio-hachioji  Sta．-Hoshojidanchi,,,京王八王子駅-宝生寺団地
routes,route_long_name,ja,京王八王子駅-宝生寺団地-恩方営業所,,,京王八王子駅-宝生寺団地-恩方営業所
routes,route_long_name,en,Keio-hachioji  Sta．-Hoshojidanchi-Ongata-bus office,,,京王八王子駅-宝生寺団地-恩方営業所
routes,route_long_name,ja,京王八王子駅-宝生寺団地-恩方営業所（深夜ﾊﾞｽ）,,,京王八王子駅-宝生寺団地-恩方営業所（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta．-Hoshojidanchi-Ongata-bus office(NightBus)),,,京王八王子駅-宝生寺団地-恩方営業所（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅-宝生寺団地-恩方ﾀｰﾐﾅﾙ,,,京王八王子駅-宝生寺団地-恩方ﾀｰﾐﾅﾙ
routes,route_long_name,en,Keio-hachioji  Sta．-Hoshojidanchi-Ongata- bus terminal,,,京王八王子駅-宝生寺団地-恩方ﾀｰﾐﾅﾙ
routes,route_long_name,ja,京王八王子駅-宝生寺団地-恩方ﾀｰﾐﾅﾙ（美山町行接続便）,,,京王八王子駅-宝生寺団地-恩方ﾀｰﾐﾅﾙ（美山町行接続便）
routes,route_long_name,en,Ongata- bus terminal-Hoshojidanchi-Keio-hachioji  Sta．,,,京王八王子駅-宝生寺団地-恩方ﾀｰﾐﾅﾙ（美山町行接続便）
routes,route_long_name,ja,京王八王子駅-富士森高校-城山手,,,京王八王子駅-富士森高校-城山手
routes,route_long_name,en,Keio-hachioji  Sta．-Fujimori HS-Shiroyamate,,,京王八王子駅-富士森高校-城山手
routes,route_long_name,ja,京王八王子駅-富士森高校-長房団地,,,京王八王子駅-富士森高校-長房団地
routes,route_long_name,en,Keio-hachioji  Sta．-Fujimori HS-Nagafusadanchi,,,京王八王子駅-富士森高校-長房団地
routes,route_long_name,ja,京王八王子駅-川口小学校-武蔵五日市駅,,,京王八王子駅-川口小学校-武蔵五日市駅
routes,route_long_name,en,Keio-hachioji  Sta.-Kawaguchi  ES-Musashi-Itsukaichi Sta.,,,京王八王子駅-川口小学校-武蔵五日市駅
routes,route_long_name,ja,京王八王子駅-工学院大学西-楢原町,,,京王八王子駅-工学院大学西-楢原町
routes,route_long_name,en,Keio-hachioji  Sta．-Kogakuin Univ Nishi-Narahara-bus office,,,京王八王子駅-工学院大学西-楢原町
routes,route_long_name,ja,京王八王子駅-左入-戸吹,,,京王八王子駅-左入-戸吹
routes,route_long_name,en,Keio-hachioji  Sta．-Sanyu-Tobuki,,,京王八王子駅-左入-戸吹
routes,route_long_name,ja,京王八王子駅-左入-純心女子学園,,,京王八王子駅-左入-純心女子学園
routes,route_long_name,en,Keio-hachioji  Sta．-Sanyu-Tokyo Junshin Univ.,,,京王八王子駅-左入-純心女子学園
routes,route_long_name,ja,京王八王子駅-市役所入口-横川町住宅,,,京王八王子駅-市役所入口-横川町住宅
routes,route_long_name,en,Keio-hachioji  Sta．-Hachioji City Hall-iriguchi-Yokokawacho jutaku,,,京王八王子駅-市役所入口-横川町住宅
routes,route_long_name,ja,京王八王子駅-恩方ﾀｰﾐﾅﾙ,,,京王八王子駅-恩方ﾀｰﾐﾅﾙ
routes,route_long_name,en,Keio-hachioji  Sta．-Ongata- bus terminal,,,京王八王子駅-恩方ﾀｰﾐﾅﾙ
routes,route_long_name,ja,京王八王子駅-恩方ﾀｰﾐﾅﾙ（美山町行接続便）,,,京王八王子駅-恩方ﾀｰﾐﾅﾙ（美山町行接続便）
routes,route_long_name,en,Keio-hachioji  Sta．-Ongata- bus terminal,,,京王八王子駅-恩方ﾀｰﾐﾅﾙ（美山町行接続便）
routes,route_long_name,ja,京王八王子駅-戸吹北工業団地-秋川駅,,,京王八王子駅-戸吹北工業団地-秋川駅
routes,route_long_name,en,Keio-hachioji  Sta．-Tobuki-kita　Industrial Park-Akigawa Sta．,,,京王八王子駅-戸吹北工業団地-秋川駅
routes,route_long_name,ja,京王八王子駅-戸吹北工業団地・ｻﾏｰﾗﾝﾄﾞ-秋川駅,,,京王八王子駅-戸吹北工業団地・ｻﾏｰﾗﾝﾄﾞ-秋川駅
routes,route_long_name,en,Keio-hachioji  Sta．-Tobuki-kita　Industrial Park・Tokyo Summerland-Akigawa Sta．,,,京王八王子駅-戸吹北工業団地・ｻﾏｰﾗﾝﾄﾞ-秋川駅
routes,route_long_name,ja,京王八王子駅-楢原町-上川霊園,,,京王八王子駅-楢原町-上川霊園
routes,route_long_name,en,Keio-hachioji  Sta．-Narahara-bus office-Kamikawa　Cemetery,,,京王八王子駅-楢原町-上川霊園
routes,route_long_name,ja,京王八王子駅-楢原町-川口小学校,,,京王八王子駅-楢原町-川口小学校
routes,route_long_name,en,Keio-hachioji  Sta．-Narahara-bus office-Kawaguchi  ES,,,京王八王子駅-楢原町-川口小学校
routes,route_long_name,ja,京王八王子駅-楢原町-川口小学校（深夜ﾊﾞｽ）,,,京王八王子駅-楢原町-川口小学校（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta．-Narahara-bus office-Kawaguchi  ES(NightBus),,,京王八王子駅-楢原町-川口小学校（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅-神社前-楢原町,,,京王八王子駅-神社前-楢原町
routes,route_long_name,en,Keio-hachioji  Sta-Jinja-mae-Narahara-bus office,,,京王八王子駅-神社前-楢原町
routes,route_long_name,ja,京王八王子駅-西八王子駅-城山手,,,京王八王子駅-西八王子駅-城山手
routes,route_long_name,en,Keio-hachioji  Sta．-Nishi-hachioji  Sta．-Shiroyamate,,,京王八王子駅-西八王子駅-城山手
routes,route_long_name,ja,京王八王子駅-西八王子駅-城山手（深夜ﾊﾞｽ）,,,京王八王子駅-西八王子駅-城山手（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta．-Nishi-hachioji  Sta．-Shiroyamate(NightBus),,,京王八王子駅-西八王子駅-城山手（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅-雨間-秋川駅,,,京王八王子駅-雨間-秋川駅
routes,route_long_name,en,Keio-hachioji  Sta．-Amema-Akigawa Sta．,,,京王八王子駅-雨間-秋川駅
routes,route_long_name,ja,京王八王子駅-（急行）-純心女子学園,,,京王八王子駅-（急行）-純心女子学園
routes,route_long_name,en,Keio-hachioji  Sta．-Tokyo Junshin Univ.(Express),,,京王八王子駅-（急行）-純心女子学園
routes,route_long_name,ja,京王八王子駅-ﾊﾞｲﾊﾟｽ-宇津木台,,,京王八王子駅-ﾊﾞｲﾊﾟｽ-宇津木台
routes,route_long_name,en,Keio-hachioji  Sta.-Bypass-Utsukidai,,,京王八王子駅-ﾊﾞｲﾊﾟｽ-宇津木台
routes,route_long_name,ja,京王八王子駅-ﾊﾞｲﾊﾟｽ-宇津木台（深夜ﾊﾞｽ）,,,京王八王子駅-ﾊﾞｲﾊﾟｽ-宇津木台（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta.-Bypass-Utsukidai(NightBus),,,京王八王子駅-ﾊﾞｲﾊﾟｽ-宇津木台（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅‐いちょうﾎｰﾙ前-みつい台,,,京王八王子駅‐いちょうﾎｰﾙ前-みつい台
routes,route_long_name,en,Keio-hachioji  Sta．-Icho Hall -Mitsuidai,,,京王八王子駅‐いちょうﾎｰﾙ前-みつい台
routes,route_long_name,ja,京王八王子駅‐ひよどり山ﾄﾝﾈﾙ-戸吹,,,京王八王子駅‐ひよどり山ﾄﾝﾈﾙ-戸吹
routes,route_long_name,en,Keio-hachioji  Sta．-Hiyodoriyama Tunnel-Tobuki,,,京王八王子駅‐ひよどり山ﾄﾝﾈﾙ-戸吹
routes,route_long_name,ja,京王八王子駅‐八日町-みつい台,,,京王八王子駅‐八日町-みつい台
routes,route_long_name,en,Keio-hachioji  Sta．-Yokamachi-Mitsuidai,,,京王八王子駅‐八日町-みつい台
routes,route_long_name,ja,京王八王子駅‐八王子郵便局-中野団地,,,京王八王子駅‐八王子郵便局-中野団地
routes,route_long_name,en,Keio-hachioji  Sta．-Hachioji  Post  Office-Nakanodanchi,,,京王八王子駅‐八王子郵便局-中野団地
routes,route_long_name,ja,京王八王子駅‐八王子郵便局-中野団地（深夜ﾊﾞｽ）,,,京王八王子駅‐八王子郵便局-中野団地（深夜ﾊﾞｽ）
routes,route_long_name,en,Keio-hachioji  Sta．-Hachioji  Post  Office-Nakanodanchi（NightBus),,,京王八王子駅‐八王子郵便局-中野団地（深夜ﾊﾞｽ）
routes,route_long_name,ja,京王八王子駅‐戸吹ｽﾎﾟｰﾂ公園入口・雨間‐ｲｵﾝﾓｰﾙ日の出,,,京王八王子駅‐戸吹ｽﾎﾟｰﾂ公園入口・雨間‐ｲｵﾝﾓｰﾙ日の出
routes,route_long_name,en,Keio-hachioji  Sta．-Tobuki sports park Iriguchi・Amema-Aeon Mall Hinode Shopping Mall,,,京王八王子駅‐戸吹ｽﾎﾟｰﾂ公園入口・雨間‐ｲｵﾝﾓｰﾙ日の出
routes,route_long_name,ja,八王子城跡-高尾駅北口,,,八王子城跡-高尾駅北口
routes,route_long_name,en,Hachioji Castle- Ruin-Takao Sta． North Exit,,,八王子城跡-高尾駅北口
routes,route_long_name,ja,八王子駅北口-(直通)-創価大学正門東京富士美術館,,,八王子駅北口-(直通)-創価大学正門東京富士美術館
routes,route_long_name,en,JR Hachioji  Sta.  North  Exit-Soka Univ. Main Gate Tokyo Fuji Art Museum(Direct),,,八王子駅北口-(直通)-創価大学正門東京富士美術館
routes,route_long_name,ja,八王子駅北口-(直通)-工学院大学,,,八王子駅北口-(直通)-工学院大学
routes,route_long_name,en,JR Hachioji  Station  North  Exit-Kogak（Direct）（Direct）,,,八王子駅北口-(直通)-工学院大学
routes,route_long_name,ja,八王子駅北口-創価大学正門東京富士美術館・創大門-（急行）創価大学栄光門,,,八王子駅北口-創価大学正門東京富士美術館・創大門-（急行）創価大学栄光門
routes,route_long_name,en,JR Hachioji  Sta  North  Exit-Soka Univ. Eikomon Gate(Express),,,八王子駅北口-創価大学正門東京富士美術館・創大門-（急行）創価大学栄光門
routes,route_long_name,ja,八王子駅北口-東海大学八王子病院-宇津木台,,,八王子駅北口-東海大学八王子病院-宇津木台
routes,route_long_name,en,JR Hachioji  Sta  North  Exit-Tokai Univ. Hachioji Hosp．-Utsukidai,,,八王子駅北口-東海大学八王子病院-宇津木台
routes,route_long_name,ja,八王子駅北口-東海大学八王子病院-日野駅,,,八王子駅北口-東海大学八王子病院-日野駅
routes,route_long_name,en,JR Hachioji  Sta  North  Exit-Tokai Univ. Hachioji Hosp．-Hino Sta．,,,八王子駅北口-東海大学八王子病院-日野駅
routes,route_long_name,ja,八王子駅北口-（直通）-工学院大学,,,八王子駅北口-（直通）-工学院大学
routes,route_long_name,en,JR Hachioji  Station  North  Exit-Kogakuin Univ(Direct),,,八王子駅北口-（直通）-工学院大学
routes,route_long_name,ja,八王子駅北口‐大和田‐東海大学八王子病院,,,八王子駅北口‐大和田‐東海大学八王子病院
routes,route_long_name,en,JR Hachioji  Sta  North  Exit-Owada-Tokai Univ. Hachioji Hosp．,,,八王子駅北口‐大和田‐東海大学八王子病院
routes,route_long_name,ja,創価大学創大門-八日町-京王八王子駅,,,創価大学創大門-八日町-京王八王子駅
routes,route_long_name,en,Soka Univ. Sodaimon Gate-Yokamachi-Keio-hachioji  Sta．,,,創価大学創大門-八日町-京王八王子駅
routes,route_long_name,ja,創価大学創大門‐ひよどり山ﾄﾝﾈﾙ-京王八王子駅,,,創価大学創大門‐ひよどり山ﾄﾝﾈﾙ-京王八王子駅
routes,route_long_name,en,Soka Univ. Sodaimon Gate-Hiyodoriyama Tunnel-Keio-hachioji  Sta．,,,創価大学創大門‐ひよどり山ﾄﾝﾈﾙ-京王八王子駅
routes,route_long_name,ja,創価大学循環(ひよどり経由),,,創価大学循環(ひよどり経由)
routes,route_long_name,en,Soka Univ. Circulation (via Hiyodoriyama Tunnel）,,,創価大学循環(ひよどり経由)
routes,route_long_name,ja,創価大学循環(八日町経由),,,創価大学循環(八日町経由)
routes,route_long_name,en,Soka Univ. Circulation (via Yokamachi）,,,創価大学循環(八日町経由)
routes,route_long_name,ja,創価大学正門東京富士美術館-(直通)-八王子駅北口,,,創価大学正門東京富士美術館-(直通)-八王子駅北口
routes,route_long_name,en,Soka Univ. Main Gate Tokyo Fuji Art Museum-JR Hachioji  Sta.  North  Exit(Direct),,,創価大学正門東京富士美術館-(直通)-八王子駅北口
routes,route_long_name,ja,創価大学正門東京富士美術館-ひよどり山ﾄﾝﾈﾙ-京王八王子駅,,,創価大学正門東京富士美術館-ひよどり山ﾄﾝﾈﾙ-京王八王子駅
routes,route_long_name,en,Soka Univ. Main Gate Tokyo Fuji Art Museum-Hiyodoriyama Tunnel-Keio-hachioji  Sta．,,,創価大学正門東京富士美術館-ひよどり山ﾄﾝﾈﾙ-京王八王子駅
routes,route_long_name,ja,創価大学正門東京富士美術館-新清水橋‐楢原町,,,創価大学正門東京富士美術館-新清水橋‐楢原町
routes,route_long_name,en,Soka Univ. Main Gate Tokyo Fuji Art Museum-Shinshimizu-bashi Bridge-Narahara-bus office,,,創価大学正門東京富士美術館-新清水橋‐楢原町
routes,route_long_name,ja,創価大学正門東京富士美術館‐八日町-京王八王子駅,,,創価大学正門東京富士美術館‐八日町-京王八王子駅
routes,route_long_name,en,Soka Univ. Main Gate Tokyo Fuji Art Museum-Yokamachi-Keio-hachioji  Sta．,,,創価大学正門東京富士美術館‐八日町-京王八王子駅
routes,route_long_name,ja,北の根東‐楢原町‐西八王子駅（はちバス西部コース）,,,北の根東‐楢原町‐西八王子駅（はちバス西部コース）
routes,route_long_name,en,Kitanone-higashi-Narahara-bus office-Nishi-hachioji  Sta．,,,北の根東‐楢原町‐西八王子駅（はちバス西部コース）
routes,route_long_name,ja,城山手-富士森高校-京王八王子駅,,,城山手-富士森高校-京王八王子駅
routes,route_long_name,en,Shiroyamate-Fujimori HS-Keio-hachioji  Sta．,,,城山手-富士森高校-京王八王子駅
routes,route_long_name,ja,城山手-西八王子駅,,,城山手-西八王子駅
routes,route_long_name,en,Shiroyamate-Nishi-hachioji  Sta．,,,城山手-西八王子駅
routes,route_long_name,ja,城山手-西八王子駅（深夜ﾊﾞｽ）,,,城山手-西八王子駅（深夜ﾊﾞｽ）
routes,route_long_name,en,Shiroyamate-Nishi-hachioji  Sta．(NightBus)),,,城山手-西八王子駅（深夜ﾊﾞｽ）
routes,route_long_name,ja,夕焼小焼-霊園正門-高尾駅北口,,,夕焼小焼-霊園正門-高尾駅北口
routes,route_long_name,en,Yuyakekoyake-Cemetery Main Gate-Takao Sta． North Exit,,,夕焼小焼-霊園正門-高尾駅北口
routes,route_long_name,ja,大久保-京王八王子駅,,,大久保-京王八王子駅
routes,route_long_name,en,Okubo-Keio-hachioji  Sta．,,,大久保-京王八王子駅
routes,route_long_name,ja,大久保-霊園正門-高尾駅北口,,,大久保-霊園正門-高尾駅北口
routes,route_long_name,en,Okubo-Cemetery Main Gate-akao Sta,,,大久保-霊園正門-高尾駅北口
routes,route_long_name,ja,大和田団地‐八王子駅北口,,,大和田団地‐八王子駅北口
routes,route_long_name,en,Owadadanchi-JR Hachioji  Sta  North  Exit,,,大和田団地‐八王子駅北口
routes,route_long_name,ja,大門-塩船観音入口-小作駅東口,,,大門-塩船観音入口-小作駅東口
routes,route_long_name,en,DaimonShiofune-kannon Temple Iriguchi-Ome-Bus office,,,大門-塩船観音入口-小作駅東口
routes,route_long_name,ja,奥多摩湖-奥多摩駅,,,奥多摩湖-奥多摩駅
routes,route_long_name,en,Lake Okutama-Okutama Sta．,,,奥多摩湖-奥多摩駅
routes,route_long_name,ja,奥多摩駅-丹波山村役場,,,奥多摩駅-丹波山村役場
routes,route_long_name,en,Okutama Sta．-Tabayama Village Office,,,奥多摩駅-丹波山村役場
routes,route_long_name,ja,奥多摩駅-奥多摩湖,,,奥多摩駅-奥多摩湖
routes,route_long_name,en,Okutama Sta．-Lake Okutama,,,奥多摩駅-奥多摩湖
routes,route_long_name,ja,奥多摩駅-峰谷,,,奥多摩駅-峰谷
routes,route_long_name,en,Okutama Sta．-Minedani,,,奥多摩駅-峰谷
routes,route_long_name,ja,奥多摩駅-東日原,,,奥多摩駅-東日原
routes,route_long_name,en,Okutama Sta．-Higashi-Nippara,,,奥多摩駅-東日原
routes,route_long_name,ja,奥多摩駅-清東橋,,,奥多摩駅-清東橋
routes,route_long_name,en,Okutama Sta．-Kawai Sta．-Seito-bashi Bridge,,,奥多摩駅-清東橋
routes,route_long_name,ja,奥多摩駅-留浦,,,奥多摩駅-留浦
routes,route_long_name,en,Okutama Sta．-Tozura,,,奥多摩駅-留浦
routes,route_long_name,ja,奥多摩駅-留浦-小菅の湯,,,奥多摩駅-留浦-小菅の湯
routes,route_long_name,en,Okutama Sta．Tozura-Kosugenoyu Hot Spring,,,奥多摩駅-留浦-小菅の湯
routes,route_long_name,ja,奥多摩駅-鍾乳洞,,,奥多摩駅-鍾乳洞
routes,route_long_name,en,Okutama Sta．-Nippara Limestone cave,,,奥多摩駅-鍾乳洞
routes,route_long_name,ja,奥多摩駅-鴨沢西,,,奥多摩駅-鴨沢西
routes,route_long_name,en,Okutama Sta．-Kamosawa-nishi,,,奥多摩駅-鴨沢西
routes,route_long_name,ja,学びの城-小作駅西口,,,学びの城-小作駅西口
routes,route_long_name,ja,宇津木台-東海大学八王子病院-八王子駅北口,,,宇津木台-東海大学八王子病院-八王子駅北口
routes,route_long_name,en,Utsukidai-Tokai Univ. Hachioji Hosp．-JR Hachioji  Sta  North  Exit,,,宇津木台-東海大学八王子病院-八王子駅北口
routes,route_long_name,ja,宇津木台-ﾊﾞｲﾊﾟｽ-京王八王子駅,,,宇津木台-ﾊﾞｲﾊﾟｽ-京王八王子駅
routes,route_long_name,en,Utsukidai-Bypass-Keio-hachioji  Sta.,,,宇津木台-ﾊﾞｲﾊﾟｽ-京王八王子駅
routes,route_long_name,ja,宇津木台-ﾊﾞｲﾊﾟｽ-京王八王子駅（深夜ﾊﾞｽ）,,,宇津木台-ﾊﾞｲﾊﾟｽ-京王八王子駅（深夜ﾊﾞｽ）
routes,route_long_name,en,Utsukidai-Bypass-Keio-hachioji  Sta.(NightBus),,,宇津木台-ﾊﾞｲﾊﾟｽ-京王八王子駅（深夜ﾊﾞｽ）
routes,route_long_name,ja,宇津木台‐日野駅,,,宇津木台‐日野駅
routes,route_long_name,en,Utsukidai-Hino Sta．,,,宇津木台‐日野駅
routes,route_long_name,ja,宇津木台‐日野駅（深夜ﾊﾞｽ）,,,宇津木台‐日野駅（深夜ﾊﾞｽ）
routes,route_long_name,en,Utsukidai-Hino Sta．(NightBus),,,宇津木台‐日野駅（深夜ﾊﾞｽ）
routes,route_long_name,ja,宝生寺団地-京王八王子駅,,,宝生寺団地-京王八王子駅
routes,route_long_name,en,Hoshojidanchi-Keio-hachioji  Sta．,,,宝生寺団地-京王八王子駅
routes,route_long_name,ja,宝生寺団地-京王八王子駅（ﾚｰﾝ内急行）,,,宝生寺団地-京王八王子駅（ﾚｰﾝ内急行）
routes,route_long_name,en,Hoshojidanchi-Keio-hachioji  Sta．(Express),,,宝生寺団地-京王八王子駅（ﾚｰﾝ内急行）
routes,route_long_name,ja,宝生寺団地-霊園正門-高尾駅北口,,,宝生寺団地-霊園正門-高尾駅北口
routes,route_long_name,en,Hoshojidanchi-Cemetery Main Gate-Takao Sta． North Exit,,,宝生寺団地-霊園正門-高尾駅北口
routes,route_long_name,ja,宝生寺団地-ﾎｰﾒｽﾄﾀｳﾝ-高尾駅南口,,,宝生寺団地-ﾎｰﾒｽﾄﾀｳﾝ-高尾駅南口
routes,route_long_name,en,akao Sta． Sorth Exit-Homest  Town-Hoshojidanchi,,,宝生寺団地-ﾎｰﾒｽﾄﾀｳﾝ-高尾駅南口
routes,route_long_name,ja,小作駅東口-塩船観音入口-小作駅東口,,,小作駅東口-塩船観音入口-小作駅東口
routes,route_long_name,en,Ozaku Sta．East Exit-Shiofune-kannon Temple Iriguchi-Ozaku Sta．East Exit,,,小作駅東口-塩船観音入口-小作駅東口
